	surface	ocr_transcript	gold_transcript	noisy_entity	document_id	language	entity_fine_type	wikidata_id
1047	Plautus	Plautus		False	sophokle1v3soph_0078	de	pers.author	http://www.wikidata.org/entity/Q47160
1048	Bacch.	Bacch.		False	sophokle1v3soph_0078	de	work.primlit	
1049	Aesch.	Aesch.		False	sophokle1v3soph_0078	de	pers.author	http://www.wikidata.org/entity/Q40939
1050	Pers.	Pers.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q788458
1051	Skamandros	Skamandros		False	sophokle1v3soph_0078	de	loc	http://www.wikidata.org/entity/Q19309185
1052	Trach.	Trach.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q945342
1053	Aesch.	Aesch.		False	sophokle1v3soph_0078	de	pers.author	http://www.wikidata.org/entity/Q40939
1054	Sept.	Sept.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q506546
1055	Eur.	Eur.		False	sophokle1v3soph_0078	de	pers.author	http://www.wikidata.org/entity/Q48305
1056	Phoen.	Phoen.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q1233660
1057	Bacch.	Bacch.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q934597
1058	R. Enger	R. Enger		False	sophokle1v3soph_0078	de	pers.other	http://www.wikidata.org/entity/Q9310783
1059	Aias	Aias		False	sophokle1v3soph_0078	de	pers.myth	http://www.wikidata.org/entity/Q172725
1060	Aias	Aias		False	sophokle1v3soph_0078	de	pers.myth	http://www.wikidata.org/entity/Q172725
1061	Achilleus	Achilleus		False	sophokle1v3soph_0078	de	pers.myth	http://www.wikidata.org/entity/Q41746
1062	ll.	ll.		False	sophokle1v3soph_0078	de	work.primlit	http://www.wikidata.org/entity/Q8275
1063	Dindorf	Dindorf		False	sophokle1v3soph_0078	de	pers.editor	http://www.wikidata.org/entity/Q67533
1064	Aias	Aias		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q172725
1065	Shakespeare	Shakespeare		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q692
1066	König Ri- chard II	König Ri- chard II		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q649562
1067	Herakles	Herakles		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q122248
1068	Telamon	Telamon		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q331327
1069	Pind.	Pind.		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q134929
1070	Isthm.	Isthm.		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q19175126
1071	Aeschy- lus	Aeschy- lus		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q40939
1072	Sophokles	Sophokles		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q7235
1073	Euripi- des	Euripi- des		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q48305
1074	Ant.	Ant.		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q3618696
1075	Phil.	Phil.		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1076	Krüger	Krüger		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q6372362
1077	Krüger Gr. 69, 16, A. 3	Krüger Gr. 69, 16, A. 3		False	sophokle1v3soph_0079	de	work.primlit	
1078	Gr.	Gr.		False	sophokle1v3soph_0079	de	work.seclit	
1079	Telamon	Telamon		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q331327
1080	He- sione	He- sione		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q4137657
1081	Teukros	Teukros		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q878184
1082	Hera- kles	Hera- kles		False	sophokle1v3soph_0079	de	pers.myth	http://www.wikidata.org/entity/Q122248
1083	Phil.	Phil.		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1084	O- dysseus	O- dysseus		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q47231
1085	Aesch.	Aesch.		False	sophokle1v3soph_0079	de	pers.author	http://www.wikidata.org/entity/Q40939
1086	Sept.	Sept.		False	sophokle1v3soph_0079	de	work.primlit	http://www.wikidata.org/entity/Q506546
1087	Aesch.	Aesch.		False	sophokle1v3soph_0080	de	pers.author	http://www.wikidata.org/entity/Q40939
1088	Agam.	Asam:	Agam.	True	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q3320792
1089	Il.	1.	Il.	True	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q8275
1090	Sophokles	Soplhokles	Sophokles	True	sophokle1v3soph_0080	de	pers.author	http://www.wikidata.org/entity/Q7235
1091	Laur. A pr.,	Laur. A pr.,		False	sophokle1v3soph_0080	de	object.manuscr	
1092	Aias	Aias		False	sophokle1v3soph_0080	de	pers.myth	http://www.wikidata.org/entity/Q172725
1093	Athene	Athene		False	sophokle1v3soph_0080	de	pers.myth	http://www.wikidata.org/entity/Q37122
1094	El.	El.		False	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q733444
1095	O. C.	O. C.		False	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q294001
1096	philoctetes	Phil.	philoctetes	True	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1097	Krüger	Krüger		False	sophokle1v3soph_0080	de	pers.author	http://www.wikidata.org/entity/Q6372362
1098	Thuk.	Thuk.		False	sophokle1v3soph_0080	de	pers.author	http://www.wikidata.org/entity/Q41683
1099	Ant.	Ant.		False	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q241077
1100	O. C.	O. C.		False	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q294001
1101	Krüger	Krüger		False	sophokle1v3soph_0080	de	pers.author	http://www.wikidata.org/entity/Q6372362
1102	Gr.	Gr.		False	sophokle1v3soph_0080	de	work.seclit	
1103	O. R.	O. R.		False	sophokle1v3soph_0080	de	work.primlit	http://www.wikidata.org/entity/Q148643
1104	Phil.	Phil.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1105	Ant.	Ant.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q241077
1106	El.	El.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q733444
1107	Hektor	Hektor		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q159666
1108	Il.	1.	Il.	True	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q8275
1109	Tekmessa	Tekmessa		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1110	Hektor	Hektor		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q159666
1111	Andromache	Andromache		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q19376
1112	Il.	D.	Il.	True	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q8275
1113	Ant.	Ant.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q241077
1114	Trach.	Trach.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q945342
1115	0. C.	0. C.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q294001
1116	Tek- messa	Tek- messa		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1117	Aias	Aias		False	sophokle1v3soph_0082	de	pers.myth	http://www.wikidata.org/entity/Q172725
1118	Aesch.	Aesch.		False	sophokle1v3soph_0082	de	pers.author	http://www.wikidata.org/entity/Q40939
1119	Cho.	Cho.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q11688406
1120	El.	El.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q733444
1121	Trach.	Trach.		False	sophokle1v3soph_0082	de	work.primlit	http://www.wikidata.org/entity/Q945342
1122	Aias	Atas	Aias	True	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q172725
1123	Teukros	Teukros		False	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q878184
1124	O. R.	O. ἢ.	O. R.	True	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q148643
1125	Laur. A	Laur. A		False	sophokle1v3soph_0083	de	object.manuscr	
1126	Dindorf	BDindorf	Dindorf	True	sophokle1v3soph_0083	de	pers.editor	http://www.wikidata.org/entity/Q67533
1127	Trach.	Trach.		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q945342
1128	Phil.	Phil.		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1129	Il.	Il.		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q8275
1130	Aesch.	Aesch.		False	sophokle1v3soph_0083	de	pers.author	http://www.wikidata.org/entity/Q40939
1131	Sieben	Sieben		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q506546
1132	O. C.	0. €.	O. C.	True	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q294001
1133	Tekm.	Tekm.		False	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1134	Aias	Aias		False	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q172725
1135	Aias	Aias		False	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q172725
1136	Teukros	Teukros		False	sophokle1v3soph_0083	de	pers.myth	http://www.wikidata.org/entity/Q878184
1137	Ant.	Ant.		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q241077
1138	El.	El.		False	sophokle1v3soph_0083	de	work.primlit	http://www.wikidata.org/entity/Q733444
1139	Tekmessa	Tekmessa		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1140	El.	El.		False	sophokle1v3soph_0085	de	work.primlit	http://www.wikidata.org/entity/Q733444
1141	Aias	Aias		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q172725
1142	Tekmessa	Tekmessa		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1143	Eurysakes	Eurysakes		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q1378566
1144	Hermann	Hermann		False	sophokle1v3soph_0085	de	pers.other	http://www.wikidata.org/entity/Q77616
1145	Aias	Aias		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q172725
1146	Tekmessa	Tekmessa		False	sophokle1v3soph_0085	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1147	Plat.	Plat.		False	sophokle1v3soph_0085	de	pers.author	http://www.wikidata.org/entity/Q859
1148	Menex.	Menex.		False	sophokle1v3soph_0085	de	work.primlit	http://www.wikidata.org/entity/Q1474843
1149	Krüger	Krüger		False	sophokle1v3soph_0085	de	pers.author	
1150	Gr.	Gr.		False	sophokle1v3soph_0085	de	work.seclit	
1151	Krüger	Krüger		False	sophokle1v3soph_0086	de	pers.author	
1152	Gr.	Gr.		False	sophokle1v3soph_0086	de	work.primlit	
1153	Eury- sakes	Eury- sakes		False	sophokle1v3soph_0086	de	pers.myth	http://www.wikidata.org/entity/Q1378566
1154	Eur.	Eur.		False	sophokle1v3soph_0086	de	pers.author	http://www.wikidata.org/entity/Q48305
1155	Med.	Med.		False	sophokle1v3soph_0086	de	work.primlit	
1156	Androm.	Androm.		False	sophokle1v3soph_0086	de	work.primlit	http://www.wikidata.org/entity/Q512802
1157	Eur.	Eur.		False	sophokle1v3soph_0086	de	pers.author	http://www.wikidata.org/entity/Q48305
1158	Hel.	Hel.		False	sophokle1v3soph_0086	de	work.primlit	http://www.wikidata.org/entity/Q1248812
1159	Aias	Alias	Aias	True	sophokle1v3soph_0086	de	pers.myth	http://www.wikidata.org/entity/Q172725
1160	Aias	Aias		False	sophokle1v3soph_0086	de	pers.myth	http://www.wikidata.org/entity/Q172725
1161	Il.	1.	Il.	True	sophokle1v3soph_0086	de	work.primlit	http://www.wikidata.org/entity/Q8275
1162	Homer	Homer		False	sophokle1v3soph_0086	de	pers.author	http://www.wikidata.org/entity/Q6691
1163	Pind.	Pind.		False	sophokle1v3soph_0089	de	pers.author	http://www.wikidata.org/entity/Q134929
1164	Pyth.	Pyth.		False	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q3411444
1165	Chiron	Chiron		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q183417
1166	Ant.	Ant.		False	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q241077
1167	Ant.	Ant.		False	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q241077
1168	Hektor	Hektor		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q159666
1169	Andromache	Andromache		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q19376
1170	ll.	ll.		False	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q8275
1171	Phil.	Phil.		False	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1172	O. R.	0. R.	O. R.	True	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q148643
1173	Tekmessa	Tekmessa		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1174	Aias	Aias		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q172725
1175	Tekmessa	Tekmessa		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1176	Tek- messa	Tek- messa		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1177	Eur.	Eur.		False	sophokle1v3soph_0089	de	pers.author	http://www.wikidata.org/entity/Q48305
1178	Herc. Fur	Here. Fur.	Herc. Fur	True	sophokle1v3soph_0089	de	work.primlit	http://www.wikidata.org/entity/Q1233835
1179	Theseus	Theseus		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q1320718
1180	Amphitryon	Amphitryon		False	sophokle1v3soph_0089	de	pers.myth	http://www.wikidata.org/entity/Q206214
1181	Laur. A.	Laur. A.		False	sophokle1v3soph_0091	de	object.manuscr	
1182	Par. A	Par. A		False	sophokle1v3soph_0091	de	object.manuscr	
1183	El.	El.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q733444
1184	Trach.	Trach.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q945342
1185	O. R.	0. R.	O. R.	True	sophokle1v3soph_0091	de	pers.author	
1186	Bergks	Bergks		False	sophokle1v3soph_0091	de	pers.editor	http://www.wikidata.org/entity/Q77598
1187	O. C.	Ὁ. €.	O. C.	True	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q294001
1188	Aesch.	Aesch.		False	sophokle1v3soph_0091	de	pers.author	http://www.wikidata.org/entity/Q40939
1189	Agam.	gan.	Agam.	True	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q3320792
1190	Herold	Herold		False	sophokle1v3soph_0091	de	pers.other	
1191	Hermann	Hermann		False	sophokle1v3soph_0091	de	pers.editor	http://www.wikidata.org/entity/Q77616
1192	Bergk	Bergk		False	sophokle1v3soph_0091	de	pers.editor	http://www.wikidata.org/entity/Q77598
1193	Herm.	Herm.		False	sophokle1v3soph_0091	de	pers.editor	http://www.wikidata.org/entity/Q77616
1194	Rhianos	Rhianos		False	sophokle1v3soph_0091	de	pers.author	
1195	Paus.	Paus.		False	sophokle1v3soph_0091	de	pers.author	http://www.wikidata.org/entity/Q192931
1196	0. C.	0. C.		False	sophokle1v3soph_0091	de	pers.author	
1197	Ant.	Ant.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q241077
1198	Sophokles	Sophokles		False	sophokle1v3soph_0091	de	pers.author	http://www.wikidata.org/entity/Q11950683
1199	El.	El.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q733444
1200	Trach.	Trach.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q945342
1201	Ant.	Ant.		False	sophokle1v3soph_0091	de	work.primlit	http://www.wikidata.org/entity/Q241077
1202	0. R.	0. R.		False	sophokle1v3soph_0091	de	pers.author	
1203	Aias	Alias	Aias	True	sophokle1v3soph_0091	de	pers.author	http://www.wikidata.org/entity/Q172725
1204	Salamis	Salamis		False	sophokle1v3soph_0091	de	loc	http://www.wikidata.org/entity/Q202422
1205	Aias	Aias		False	sophokle1v3soph_0091	de	pers.myth	http://www.wikidata.org/entity/Q172725
1206	Hom.	Hom.		False	sophokle1v3soph_0091	de	pers.author	http://www.wikidata.org/entity/Q6691
1207	0. C.	0. C.		False	sophokle1v3soph_0091	de	pers.author	
1208	Aias	Aias		False	sophokle1v3soph_0092	de	pers.myth	http://www.wikidata.org/entity/Q172725
1209	Il.	11.	Il.	True	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q8275
1210	Aias	Aias		False	sophokle1v3soph_0092	de	pers.myth	http://www.wikidata.org/entity/Q172725
1211	O. C.	0. C.	O. C.	True	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q294001
1212	O. C.	0. C.	O. C.	True	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q294001
1213	Eur.	Eur.		False	sophokle1v3soph_0092	de	pers.author	http://www.wikidata.org/entity/Q48305
1214	Ion	Ion		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q614607
1215	Eur.	Eur.		False	sophokle1v3soph_0092	de	pers.author	http://www.wikidata.org/entity/Q48305
1216	Herc. Fur.	Herc. Fur.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q1233835
1217	El.	El.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q733444
1218	El.	El.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q733444
1219	Ant.	Ant.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q241077
1220	Sophokles	Sophokles		False	sophokle1v3soph_0092	de	pers.author	
1221	O. C.	O. C.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q294001
1222	Phil.	Phil.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1223	O. R.	O0. R.	O. R.	True	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q148643
1224	Ant.	Ant.		False	sophokle1v3soph_0092	de	work.primlit	http://www.wikidata.org/entity/Q241077
1225	Aias	Aias		False	sophokle1v3soph_0093	de	pers.myth	http://www.wikidata.org/entity/Q172725
1226	Arist.	Arist.		False	sophokle1v3soph_0093	de	pers.author	http://www.wikidata.org/entity/Q43353
1227	Pac.	Pac.		False	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q1193602
1228	Laur. A	Laur. A		False	sophokle1v3soph_0093	de	object.manuscr	
1229	O. R.	Ὁ. R.	O. R.	True	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q148643
1230	Krüger	Krüger		False	sophokle1v3soph_0093	de	pers.author	
1231	Gr.	Gr.		False	sophokle1v3soph_0093	de	work.seclit	
1232	Il.	il.	Il.	True	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q8275
1233	Hades	Hades		False	sophokle1v3soph_0093	de	loc	http://www.wikidata.org/entity/Q1521549
1234	Hades	Hades		False	sophokle1v3soph_0093	de	loc	http://www.wikidata.org/entity/Q1521549
1235	Elmsley	Eimsley	Elmsley	True	sophokle1v3soph_0093	de	pers.editor	http://www.wikidata.org/entity/Q7173848
1236	Troja	Troja		False	sophokle1v3soph_0093	de	loc	http://www.wikidata.org/entity/Q22647
1237	Phil.	Phil.		False	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1238	Bergk	Bergk		False	sophokle1v3soph_0093	de	pers.editor	http://www.wikidata.org/entity/Q77598
1239	Aias	Aias		False	sophokle1v3soph_0093	de	pers.myth	http://www.wikidata.org/entity/Q172725
1240	Tekmessa	Tekmessa		False	sophokle1v3soph_0093	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1241	Phil.	Pbil.	Phil.	True	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1242	Ant.	Ant.		False	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q241077
1243	Trach.	Trach.		False	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q945342
1244	Ο. R.	Ο. R.		False	sophokle1v3soph_0093	de	work.primlit	http://www.wikidata.org/entity/Q148643
1245	Archilochus	Archilochus		False	sophokle1v3soph_0093	de	pers.author	http://www.wikidata.org/entity/Q201323
1246	Ant.	Ant.		False	sophokle1v3soph_0108	de	work.primlit	http://www.wikidata.org/entity/Q241077
1247	Athen	Alhen	Athen	True	sophokle1v3soph_0108	de	loc	http://www.wikidata.org/entity/Q1524
1248	Pindar	Pindar		False	sophokle1v3soph_0108	de	pers.author	http://www.wikidata.org/entity/Q134929
1249	0. C.	0. C.		False	sophokle1v3soph_0108	de	work.primlit	http://www.wikidata.org/entity/Q294001
1250	Hermann	Hermann		False	sophokle1v3soph_0108	de	pers.author	
1251	A.	A.		False	sophokle1v3soph_0108	de	pers.myth	http://www.wikidata.org/entity/Q172725
1252	Aesch.	Aesch.		False	sophokle1v3soph_0108	de	pers.author	http://www.wikidata.org/entity/Q40939
1253	Pers.	Pers.		False	sophokle1v3soph_0108	de	work.primlit	http://www.wikidata.org/entity/Q788458
1254	0. R.	0. R.		False	sophokle1v3soph_0108	de	work.primlit	http://www.wikidata.org/entity/Q148643
1255	Ennius	Ennius		False	sophokle1v3soph_0108	de	pers.author	http://www.wikidata.org/entity/Q47130
1256	O. C.	0. C.	O. C.	True	sophokle1v3soph_0108	de	work.primlit	http://www.wikidata.org/entity/Q294001
1257	Aias	Aias		False	sophokle1v3soph_0108	de	pers.myth	http://www.wikidata.org/entity/Q172725
1258	Aias	Aias		False	sophokle1v3soph_0109	de	pers.myth	http://www.wikidata.org/entity/Q172725
1259	Eur.	Eur.		False	sophokle1v3soph_0109	de	pers.author	http://www.wikidata.org/entity/Q48305
1260	Hiket.	Hiket.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q672319
1261	Adrastos	Adrastos		False	sophokle1v3soph_0109	de	pers.myth	http://www.wikidata.org/entity/Q223152
1262	El.	El.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q733444
1263	Trach.	Trach.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q945342
1264	O. R.	0. R.	O. R.	True	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q148643
1265	El.	El.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q733444
1266	Herod.	Herod.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q26825
1267	El.	El.		False	sophokle1v3soph_0109	de	work.primlit	http://www.wikidata.org/entity/Q733444
1268	Oreaden	Oreaden		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q242663
1269	Drya- den	Drya- den		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q202474
1270	Naiaden	Naiaden		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q182037
1271	Nymphen	Nymphen		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q373916
1272	Olympos	Olympos		False	sophokle1v3soph_0110	de	loc	http://www.wikidata.org/entity/Q1380189
1273	Sophokles	Sophokles		False	sophokle1v3soph_0110	de	pers.author	http://www.wikidata.org/entity/Q11950683
1274	Polyxena	Polyxena		False	sophokle1v3soph_0110	de	work.primlit	
1275	Mene- laos	Mene- laos		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q171839
1276	Agamemnon	Agamemnon		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q128176
1277	Hel- lespont	Hel- lespont		False	sophokle1v3soph_0110	de	loc	http://www.wikidata.org/entity/Q6514
1278	Aesch.	Aesch.		False	sophokle1v3soph_0110	de	pers.author	http://www.wikidata.org/entity/Q40939
1279	Pers.	Pers.		False	sophokle1v3soph_0110	de	work.primlit	http://www.wikidata.org/entity/Q788458
1280	Pind.	Pind.		False	sophokle1v3soph_0110	de	pers.author	http://www.wikidata.org/entity/Q134929
1281	Nem.	Nem.		False	sophokle1v3soph_0110	de	work.primlit	http://www.wikidata.org/entity/Q27214182
1282	O. R.	0. R.	O. R.	True	sophokle1v3soph_0110	de	work.primlit	http://www.wikidata.org/entity/Q148643
1283	Phil.	Phil.		False	sophokle1v3soph_0110	de	work.primlit	http://www.wikidata.org/entity/Q1415903
1284	Krüger	Krüger		False	sophokle1v3soph_0110	de	pers.author	http://www.wikidata.org/entity/Q6372362
1285	Gr.	Gr.		False	sophokle1v3soph_0110	de	work.seclit	
1286	Aias	Aias		False	sophokle1v3soph_0110	de	pers.myth	http://www.wikidata.org/entity/Q172725
1287	Ant.	Ant.		False	sophokle1v3soph_0110	de	work.primlit	http://www.wikidata.org/entity/Q241077
1288	Tekmessa	Tekmessa		False	sophokle1v3soph_0114	de	pers.myth	http://www.wikidata.org/entity/Q10796858
1289	Ant.	Ant.		False	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q241077
1290	O. R.	0. R.	O. R.	True	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q148643
1291	Odys- seus	Odys- seus		False	sophokle1v3soph_0114	de	pers.myth	http://www.wikidata.org/entity/Q47231
1292	Kapaneus	Kapaneus		False	sophokle1v3soph_0114	de	pers.myth	http://www.wikidata.org/entity/Q833806
1293	Eur.	Eur.		False	sophokle1v3soph_0114	de	pers.author	http://www.wikidata.org/entity/Q48305
1294	Phön.	Phön.		False	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q1233660
1295	O. R.	0. R.	O. R.	True	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q148643
1296	Trach.	Trach.		False	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q945342
1297	Plautus	Plautus		False	sophokle1v3soph_0114	de	pers.author	http://www.wikidata.org/entity/Q47160
1298	Capt.	Capt.		False	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q1035171
1299	Ho- rat.	Ho- rat.		False	sophokle1v3soph_0114	de	pers.author	http://www.wikidata.org/entity/Q6197
1300	Carm.	Carm.		False	sophokle1v3soph_0114	de	work.primlit	http://www.wikidata.org/entity/Q1246446
1301	Mysien	Mysien		False	sophokle1v3soph_0116	de	loc	http://www.wikidata.org/entity/Q622319
1302	Teukros	Teukros		False	sophokle1v3soph_0116	de	pers.myth	http://www.wikidata.org/entity/Q878184
1303	Aias	Aias		False	sophokle1v3soph_0116	de	pers.myth	http://www.wikidata.org/entity/Q172725
